paper_name,journal,number_entities
conf_sigir_NieDQ06,SIGIR,5
conf_sigir_HingmireC14,SIGIR,5
conf_sigir_HuFCZLYC08,SIGIR,5
conf_sigir_VoS13,SIGIR,5
conf_sigir_YangAPL00,SIGIR,5
conf_sigir_Paik15,SIGIR,5
conf_sigir_SeverynMTBR14,SIGIR,5
conf_sigir_Jansen07,SIGIR,5
conf_sigir_ButtcherCL06,SIGIR,5
conf_sigir_Davison00,SIGIR,5
conf_sigir_FernandesMSRA11,SIGIR,5
conf_sigir_BartschiF82,SIGIR,5
conf_sigir_LiWZSM16,SIGIR,5
conf_sigir_JiangN13,SIGIR,5
conf_sigir_KimSC11,SIGIR,5
conf_sigir_ChuklinSR13,SIGIR,5
conf_sigir_KatzSKSR14,SIGIR,5
conf_sigir_PickensGSQB08,SIGIR,5
conf_sigir_HeGKLS14,SIGIR,5
conf_sigir_KanhabuaBM11,SIGIR,5
conf_sigir_DuhK08,SIGIR,5
conf_sigir_HanSR06,SIGIR,5
conf_sigir_FedericoB02,SIGIR,5
conf_sigir_ZhangZX11,SIGIR,5
conf_sigir_ZhuHLT14,SIGIR,5
conf_sigir_RaghavanBJ89,SIGIR,5
conf_sigir_Hollaar83,SIGIR,5
conf_sigir_LinSKC13,SIGIR,5
conf_sigir_Koll80,SIGIR,5
conf_sigir_RobertsonW94,SIGIR,5
conf_sigir_LiebermanS12,SIGIR,5
conf_sigir_ZhangZLM13,SIGIR,5
conf_sigir_ZhangG16,SIGIR,5
conf_sigir_Rabitti91,SIGIR,5
conf_sigir_VulicM15,SIGIR,5
conf_sigir_LiWRM14,SIGIR,5
conf_sigir_WuWGW16,SIGIR,5
conf_sigir_SekiM05,SIGIR,5
conf_sigir_Deppisch86,SIGIR,5
conf_sigir_PengS00W14,SIGIR,5
conf_sigir_JinHZ02,SIGIR,5
conf_sigir_HongSBWJ10,SIGIR,5
conf_sigir_LiDZ12,SIGIR,5
conf_sigir_White13,SIGIR,5
conf_sigir_HamedaniK16,SIGIR,5
conf_sigir_LeeCA08,SIGIR,5
conf_sigir_RaghavanSY83,SIGIR,5
conf_sigir_SedhaiS14,SIGIR,5
conf_sigir_GogV16,SIGIR,5
conf_sigir_FoxCH92,SIGIR,5
conf_sigir_CuiSLKC05,SIGIR,5
conf_sigir_LiebermanS11,SIGIR,5
conf_sigir_LimaP99,SIGIR,5
conf_sigir_WeiHL11,SIGIR,5
conf_sigir_BlancoZ10,SIGIR,5
conf_sigir_HershBLH94,SIGIR,5
conf_sigir_XuLLLM08,SIGIR,5
conf_sigir_MouraNZB98,SIGIR,5
conf_sigir_FrenchPCVEPM99,SIGIR,5
conf_sigir_BastBH15,SIGIR,5
conf_sigir_ZhangC01,SIGIR,5
conf_sigir_YangCWK03,SIGIR,5
conf_sigir_EfronG11,SIGIR,5
conf_sigir_VargasCV12,SIGIR,5
conf_sigir_YuZXG08,SIGIR,5
conf_sigir_SuwailehKFEL16,SIGIR,5
conf_sigir_Pirkola98,SIGIR,5
conf_sigir_HarmandasSD97,SIGIR,5
conf_sigir_ZhouKWAD14,SIGIR,5
conf_sigir_KurlandL05,SIGIR,5
conf_sigir_CaiH03,SIGIR,5
conf_sigir_SaltonS89,SIGIR,5
conf_sigir_TurpinSMM15,SIGIR,5
conf_sigir_SunSZYLC05,SIGIR,5
conf_sigir_ZhaoL16,SIGIR,5
conf_sigir_FangG14,SIGIR,5
conf_sigir_AntoniadisLPR88,SIGIR,5
conf_sigir_BergerM00,SIGIR,5
conf_sigir_BuntainL16,SIGIR,5
conf_sigir_ChenCZJYY12,SIGIR,5
conf_sigir_LiuGLZMHL08,SIGIR,5
conf_sigir_BoytsovBW13,SIGIR,5
conf_sigir_Baumgarten99,SIGIR,5
conf_sigir_AnhM06,SIGIR,5
conf_sigir_Yang95,SIGIR,5
conf_sigir_Case88,SIGIR,5
conf_sigir_Canny02,SIGIR,5
conf_sigir_AminiTG08,SIGIR,5
conf_sigir_ChibaneD07,SIGIR,5
conf_sigir_Ma13,SIGIR,5
conf_sigir_TaghvaBC94,SIGIR,5
conf_sigir_TongACT85,SIGIR,5
conf_sigir_BerardiES12,SIGIR,5
conf_sigir_XuBCCHLL11,SIGIR,5
conf_sigir_GaoXZHNZ01,SIGIR,5
conf_sigir_Harman93,SIGIR,5
conf_sigir_LiuHAY07,SIGIR,5
conf_sigir_Collins-ThompsonC07,SIGIR,5
conf_sigir_UstinovskiyFGS16,SIGIR,5
conf_sigir_Callan98,SIGIR,5
conf_sigir_McNameeNM08,SIGIR,5
conf_sigir_AlamD14,SIGIR,5
conf_sigir_KozorovitzkyK11,SIGIR,5
conf_sigir_NajorkZT07,SIGIR,5
conf_sigir_MaxwellA16,SIGIR,5
conf_sigir_BrachmanM88,SIGIR,5
conf_sigir_KellyDF05,SIGIR,5
conf_sigir_Sonnenwald92,SIGIR,5
conf_sigir_RadovanovicNI10,SIGIR,5
conf_sigir_WangXLC11,SIGIR,5
conf_sigir_GirolamiK03,SIGIR,5
conf_sigir_Fox85,SIGIR,5
conf_sigir_ZhangLY14,SIGIR,5
conf_sigir_SamarHBKV14,SIGIR,5
conf_sigir_Humphrey87,SIGIR,5
conf_sigir_AzzopardiKB13,SIGIR,5
conf_sigir_YilmazKA08,SIGIR,5
conf_sigir_HerdagdelenCMHHRA10,SIGIR,5
conf_sigir_RybakBN14,SIGIR,5
conf_sigir_LiuC04,SIGIR,5
conf_sigir_Fuhr95,SIGIR,5
conf_sigir_BhatiaMM11,SIGIR,5
conf_sigir_GuptaBBCR14,SIGIR,5
conf_sigir_PirkolaTKVJ03,SIGIR,5
conf_sigir_LiomaLL12,SIGIR,5
conf_sigir_AlabduljalilTY13,SIGIR,5
conf_sigir_SongGCFWZ16,SIGIR,5
conf_sigir_SongNZAC15,SIGIR,5
conf_sigir_RollekeW06,SIGIR,5
conf_sigir_FangZ05,SIGIR,5
conf_sigir_KharitonovVMSO15,SIGIR,5
conf_sigir_FergusonSGW05,SIGIR,5
conf_sigir_KhmelevT03,SIGIR,5
conf_sigir_CraswellRZT05,SIGIR,5
conf_sigir_ShokouhiR12,SIGIR,5
conf_sigir_CrammerS02,SIGIR,5
conf_sigir_ZhangSCC12,SIGIR,5
conf_sigir_VolkovsY15,SIGIR,5
conf_sigir_LarkeyBC02,SIGIR,5
conf_sigir_ZhuWCT09,SIGIR,5
conf_sigir_PascaA09,SIGIR,5
conf_sigir_Savev09,SIGIR,5
conf_sigir_YangC06,SIGIR,5
conf_sigir_AlmerekhiHE16,SIGIR,5
conf_sigir_DiazJ04,SIGIR,5
conf_sigir_SvoreKK10,SIGIR,5
conf_sigir_GoeuriotKL14,SIGIR,5
conf_sigir_VosoughiVR16,SIGIR,5
conf_sigir_GabrilovichU16,SIGIR,5
conf_sigir_KatoOT12,SIGIR,5
conf_sigir_Harman87,SIGIR,5
conf_sigir_RoellekeW08,SIGIR,5
conf_sigir_HawkingT05,SIGIR,5
conf_ercimdl_BozziC97,ECDL,5
conf_ercimdl_KomarjayaPK04,ECDL,5
conf_ercimdl_DartoisSSTMF97,ECDL,5
conf_ercimdl_HardingCW97,ECDL,5
conf_ercimdl_GajekKRWW07,ECDL,5
conf_ercimdl_MartinezBC98,ECDL,5
conf_ercimdl_RauberAW02,ECDL,5
conf_ercimdl_NorrieSW08,ECDL,5
conf_ercimdl_ChanodCDFFJM05,ECDL,5
conf_ercimdl_HessMD00,ECDL,5
conf_ercimdl_LlavadorC06,ECDL,5
conf_ercimdl_SairameshC98,ECDL,5
conf_ercimdl_KhooDS02,ECDL,5
conf_ercimdl_FulopKKM05,ECDL,5
conf_ercimdl_BindingT08,ECDL,5
conf_ercimdl_DogacDAGTK98,ECDL,5
conf_ercimdl_StrodlPGR10,ECDL,5
conf_ercimdl_HunterJ00,ECDL,5
conf_ercimdl_FerroS09,ECDL,5
conf_ercimdl_GoncalvesFF01,ECDL,5
conf_ercimdl_KornbluhFR04,ECDL,5
conf_ercimdl_WuW06,ECDL,5
conf_ercimdl_NottelmannF03,ECDL,5
conf_ercimdl_BainbridgeBMJMW01,ECDL,5
conf_ercimdl_CandelaCPS06,ECDL,5
conf_ercimdl_Henry04,ECDL,5
conf_ercimdl_WanX07,ECDL,5
conf_ercimdl_PapadakisAC02,ECDL,5
conf_ercimdl_FaulstichS98,ECDL,5
conf_ercimdl_AalbergHH06,ECDL,5
conf_ercimdl_WangISSM09,ECDL,5
conf_ercimdl_AgostiBFPS07,ECDL,5
conf_ercimdl_JoorabchiM08,ECDL,5
conf_ercimdl_AbiteboulCMS02,ECDL,5
conf_ercimdl_ThengDMBT99,ECDL,5
conf_ercimdl_TansleySW05,ECDL,5
conf_ercimdl_JonesE02,ECDL,5
conf_ercimdl_HerringtonK00,ECDL,5
conf_ercimdl_NotessRH04,ECDL,5
conf_ercimdl_FrewFFHJLNSZ98,ECDL,5
conf_ercimdl_Reitz010,ECDL,5
conf_ercimdl_CrespoG00,ECDL,5
conf_ercimdl_Covert00,ECDL,5
conf_ercimdl_MontgomeryB00,ECDL,5
conf_ercimdl_SmithRWT04,ECDL,5
conf_ercimdl_FaaborgL03,ECDL,5
conf_ercimdl_AppsM02,ECDL,5
conf_ercimdl_SalehAN05,ECDL,5
conf_ercimdl_SmithKN06,ECDL,5
conf_ercimdl_WanYX06,ECDL,5
conf_ercimdl_Bani-AhmadO07,ECDL,5
conf_ercimdl_Afifi00,ECDL,5
conf_ercimdl_Norvag03,ECDL,5
conf_ercimdl_ColemanSBM01,ECDL,5
conf_ercimdl_MahouiC01,ECDL,5
conf_trec_GurulingappaMKMHFF09,TREC,5
conf_trec_LiCXMXZZCLZJM09,TREC,5
conf_trec_KiselevaGLPBK14,TREC,5
conf_trec_JiangLL07,TREC,5
conf_trec_Voorhees04,TREC,5
conf_trec_XuYWLCLYCB02,TREC,5
conf_trec_MoLK15,TREC,5
conf_trec_SchoneCCMMS06,TREC,5
conf_trec_KhotZSNR13,TREC,5
conf_trec_HovyGHJL00,TREC,5
conf_trec_Fujita00,TREC,5
conf_trec_PirkolaL03,TREC,5
conf_trec_DiazBAP12,TREC,5
conf_trec_BerminghamSFH08,TREC,5
conf_trec_Schiffman02,TREC,5
conf_trec_Vechtomova08,TREC,5
conf_trec_ZhouY05,TREC,5
conf_trec_GarofoloAV99,TREC,5
conf_trec_LiangQHFY12,TREC,5
conf_trec_BuccioM14,TREC,5
conf_trec_KanoulasDPSA09,TREC,5
conf_trec_BelloginGHSSVLV13,TREC,5
conf_trec_XuW00,TREC,5
conf_trec_WangFYXLZF03,TREC,5
conf_trec_Vechtomova10,TREC,5
conf_trec_DiekemaCMOTYL02,TREC,5
conf_trec_XuC14a,TREC,5
conf_trec_Newby01,TREC,5
conf_trec_SerdyukovRH07,TREC,5
conf_trec_ZhengBGS05,TREC,5
conf_trec_YangJZN10,TREC,5
conf_trec_KwokDDC02,TREC,5
conf_trec_LiXGGYLC12,TREC,5
conf_trec_ClarkeCS04,TREC,5
conf_trec_SavoyR00,TREC,5
conf_trec_YangLLLL05,TREC,5
conf_trec_TompkinsWS12,TREC,5
conf_trec_WuHNXFZ02,TREC,5
conf_trec_KeseljMTWZ05,TREC,5
conf_trec_BhalotiaNSH03,TREC,5
conf_trec_Tomlinson09,TREC,5
conf_trec_0001W12,TREC,5
conf_trec_CarterettePFK09,TREC,5
conf_trec_Voorhees05,TREC,5
conf_trec_Geller04,TREC,5
conf_trec_GhenaiKVC15,TREC,5
conf_trec_NieHXLZJ15,TREC,5
conf_trec_BergerL99,TREC,5
conf_trec_BedrickECH12,TREC,5
conf_trec_ChenJG00,TREC,5
conf_trec_EichmannZBQZSSW04,TREC,5
conf_trec_WuZDLS03,TREC,5
conf_trec_KwokGDD05,TREC,5
conf_trec_SiK05,TREC,5
conf_trec_GuriniG12,TREC,5
conf_trec_JinL14,TREC,5
conf_trec_HagenPBGHS12,TREC,5
conf_trec_XuZX04,TREC,5
conf_trec_CanoSG14,TREC,5
conf_trec_ElsasACC07,TREC,5
conf_trec_YangYVZ06,TREC,5
conf_trec_AssisYSC05,TREC,5
conf_trec_GoldbergAGSZC06,TREC,5
conf_trec_HarabagiuMCBHW05,TREC,5
conf_trec_EichmannSLWQAS03,TREC,5
conf_trec_LeeSLJCLKCKAKK01,TREC,5
conf_trec_EfronWOBLI13,TREC,5
conf_trec_PerezMJ13,TREC,5
conf_trec_MollaZ05,TREC,5
conf_trec_GauvainKLA99,TREC,5
conf_trec_CaoGYLLC11,TREC,5
conf_trec_DorffWC06,TREC,5
conf_trec_Litkowski00,TREC,5
conf_trec_JohnsonWJJ99,TREC,5
conf_trec_YouMH14,TREC,5
conf_trec_GreenwoodRG02,TREC,5
conf_trec_JaleelACDLLSW04,TREC,5
conf_trec_AmatiBDCGS08,TREC,5
conf_trec_SchlaeferKBPNS07,TREC,5
conf_trec_XuC14,TREC,5
conf_trec_FallenN07,TREC,5
conf_trec_ZhaoH14,TREC,5
conf_trec_HullR99,TREC,5
conf_trec_HuXHY12,TREC,5
conf_trec_DangMMIKM15,TREC,5
conf_trec_MollaG04,TREC,5
conf_trec_Carpenter04,TREC,5
conf_trec_Tomlinson07,TREC,5
conf_trec_HuangWFTX13,TREC,5
conf_trec_WuHNGXF01,TREC,5
conf_trec_JaleelCLLWA03,TREC,5
conf_trec_ZhangST08,TREC,5
conf_trec_HeHBVC11,TREC,5
conf_trec_PlachourasOAR02,TREC,5
conf_trec_TongQS03,TREC,5
conf_trec_RazmaraFK07,TREC,5
conf_trec_BhandariKK14,TREC,5
conf_trec_SuwailehHTE15,TREC,5
conf_trec_WuS06,TREC,5
conf_trec_JavaKFJM06,TREC,5
conf_trec_WhittakerHNF07,TREC,5
conf_trec_Aliod03,TREC,5
conf_trec_Chu-CarrollDPC05,TREC,5
conf_trec_LaRockMRLS14,TREC,5
conf_trec_Hersh02,TREC,5
conf_trec_SrihariL99,TREC,5
conf_trec_HanCKSLR04,TREC,5
conf_trec_WesterveldVB02,TREC,5
conf_trec_FallenN05,TREC,5
conf_trec_Newby02,TREC,5
conf_trec_ZhaiJRSE99,TREC,5
conf_trec_BerendsenMORW12,TREC,5
conf_trec_BelkinCCLLLMSSYZ04,TREC,5
conf_trec_DamakJCPTB11,TREC,5
conf_trec_LiA14,TREC,5
conf_trec_WuDSSS05,TREC,5
conf_trec_NakovSSH04,TREC,5
conf_trec_ChuCCDHKSSSWY07,TREC,5
conf_trec_ChowdhuryAJBGF02,TREC,5
conf_trec_ZaragozaCTSR04,TREC,5
conf_trec_LarkeyACBW02,TREC,5
conf_trec_BalogMR06,TREC,5
conf_trec_GaoNZXSZH00,TREC,5
conf_trec_FerretGHIMRV01,TREC,5
conf_trec_YaoYF15,TREC,5
conf_trec_Litkowski03,TREC,5
conf_trec_TairaIHIKM03,TREC,5
conf_trec_SunJTCCK05,TREC,5
conf_trec_CraswellHWW03,TREC,5
conf_trec_MejovaHFHAS09,TREC,5
conf_trec_FullerKKNWWZ99,TREC,5
conf_trec_YatesDYGKF12,TREC,5
conf_trec_KatoLWY07,TREC,5
conf_trec_SinglaI07,TREC,5
conf_trec_YilmazVMKCC15,TREC,5
conf_trec_NiuSLDLZH05,TREC,5
conf_trec_PengBYT13,TREC,5
conf_trec_AttardiCFST01,TREC,5
conf_trec_KatzMBBFLLLMSUW05,TREC,5
conf_trec_XuLXYSGPC09,TREC,5
conf_trec_LiuYW02,TREC,5
conf_trec_BeigbederM05,TREC,5
conf_trec_BoldiV05,TREC,5
conf_trec_AmatiCR01,TREC,5
conf_trec_LoL06,TREC,5
conf_trec_TariTLLGB07,TREC,5
conf_trec_AmitayCDHLSKZ03,TREC,5
conf_trec_HagenGKAOS15,TREC,5
conf_trec_Mihalcea02,TREC,5
conf_trec_Voorhees03b,TREC,5
conf_icwsm_BrzozowskiR11,ICWSM,5
conf_icwsm_LehmannCLZ13,ICWSM,5
conf_icwsm_AnKMOF16,ICWSM,5
conf_icwsm_FerraginaPS15,ICWSM,5
conf_icwsm_ZuoGSI16,ICWSM,5
conf_icwsm_GisselbrechtDGL15,ICWSM,5
conf_icwsm_ChenKB13,ICWSM,5
conf_icwsm_PennacchiottiP11,ICWSM,5
conf_icwsm_ChuaA13,ICWSM,5
conf_icwsm_LiuXYGS16,ICWSM,5
conf_icwsm_PengP11,ICWSM,5
conf_icwsm_HirataOTK07,ICWSM,5
conf_icwsm_Groh07,ICWSM,5
conf_icwsm_KritikopoulosSV07,ICWSM,5
conf_icwsm_HuttoG14,ICWSM,5
conf_icwsm_JavaKFJO07,ICWSM,5
conf_icwsm_GanuM14,ICWSM,5
conf_icwsm_LuMPT16,ICWSM,5
conf_icwsm_ChakrabartiP11,ICWSM,5
conf_icwsm_JacomyGOV16,ICWSM,5
conf_icwsm_WinterR07,ICWSM,5
conf_icwsm_KhabiriCH11,ICWSM,5
conf_icwsm_JurgensL12,ICWSM,5
conf_esws_KejriwalM15a,ESWC,5
conf_esws_KochutJ07,ESWC,5
conf_esws_GrozaHMD07,ESWC,5
conf_esws_BouquetSB08,ESWC,5
conf_esws_Adamou12,ESWC,5
conf_esws_Saint-MarcqDSC12,ESWC,5
conf_esws_LoreyN13,ESWC,5
conf_esws_SchandlH09,ESWC,5
conf_esws_DukeRWR05,ESWC,5
conf_esws_RegaliaJG16,ESWC,5
conf_esws_DavisVHDC09,ESWC,5
conf_esws_HaaseHMT09,ESWC,5
conf_esws_AssemMMS06,ESWC,5
conf_esws_AlecRS16,ESWC,5
conf_esws_TuominenFVH09,ESWC,5
conf_esws_KellerLLPF05,ESWC,5
conf_esws_AlloccadM12,ESWC,5
conf_esws_NgomoKHHAR13,ESWC,5
conf_esws_Gonzalez-MoriyonPBTI12,ESWC,5
conf_esws_GunaratnaTSC16,ESWC,5
conf_esws_BaumgartnerHH05,ESWC,5
conf_esws_Eriksson07,ESWC,5
conf_esws_BaumgartnerFG07,ESWC,5
conf_esws_SevilmisSSPPCJMMSTZ05,ESWC,5
conf_esws_MedelyanMBDHW13,ESWC,5
conf_esws_CalegariCCP16,ESWC,5
conf_esws_LordAWG05,ESWC,5
conf_esws_DietzeGD08,ESWC,5
conf_esws_FischerGRSS06,ESWC,5
conf_esws_GorlitzSS08,ESWC,5
conf_esws_Colpaert14,ESWC,5
conf_esws_StolpeS12,ESWC,5
conf_esws_RoucesMH16,ESWC,5
conf_esws_Jimenez-RuizGHL09,ESWC,5
conf_esws_TaoCPG09,ESWC,5
conf_esws_Rohrer12,ESWC,5
conf_esws_LinKS08,ESWC,5
conf_esws_SahW12,ESWC,5
conf_esws_LanfranchiCP05,ESWC,5
conf_esws_0002P13,ESWC,5
conf_esws_Garcia-SilvaKLC12,ESWC,5
conf_esws_RuanLWZ16,ESWC,5
conf_esws_GaugazZDN09,ESWC,5
conf_esws_DietzoldUA08a,ESWC,5
conf_esws_SahW13,ESWC,5
conf_esws_SchmidtSST07,ESWC,5
conf_esws_HignetteBDH09,ESWC,5
conf_esws_RoderNEB16,ESWC,5
conf_esws_XuCQ14,ESWC,5
conf_esws_Palma14,ESWC,5
conf_esws_FetahuDNCTN14,ESWC,5
conf_esws_SchmidtDRSST08,ESWC,5
conf_esws_KalyanpurPSG06,ESWC,5
conf_esws_CorcoglionitiDR16,ESWC,5
conf_esws_ParundekarO12,ESWC,5
conf_esws_RubieraPBG12,ESWC,5
conf_esws_MaHL07,ESWC,5
conf_esws_WarrenMCM14,ESWC,5
conf_esws_SchaibleGS16,ESWC,5
conf_esws_KaranastasiC07,ESWC,5
conf_esws_CanoSAM16,ESWC,5
conf_esws_DragoniFGCA13,ESWC,5
conf_esws_GaoSB14,ESWC,5
conf_esws_KrishnamurthyKS15,ESWC,5
conf_esws_ScerriHD08,ESWC,5
conf_esws_PanTT09,ESWC,5
conf_esws_NgomoH16,ESWC,5
conf_esws_FeyisetanLSTS15,ESWC,5
conf_esws_MaaliCD15,ESWC,5
conf_esws_VitvarKVF08,ESWC,5
conf_esws_Merkle16,ESWC,5
conf_esws_WitteZR07,ESWC,5
conf_esws_VolkerVSH07,ESWC,5
conf_esws_ImmaneniT07,ESWC,5
conf_www_RamanujamGKST09,WWW,5
conf_www_LiZXZY11,WWW,5
conf_www_XuBCC12,WWW,5
conf_www_SarlosBCFR06,WWW,5
conf_www_ChengQBLHWC08,WWW,5
conf_www_AgichteinLG01,WWW,5
conf_www_AggarwalMPP09,WWW,5
conf_www_WanY07,WWW,5
conf_www_JohnYXKA11,WWW,5
conf_www_ReynoldsWMAV06,WWW,5
conf_www_NovakRT04,WWW,5
conf_www_WangC016,WWW,5
conf_www_Mogul02,WWW,5
conf_www_HarthHKPSU10,WWW,5
conf_www_BachrachCKKK16,WWW,5
conf_www_LiHPHCA04,WWW,5
conf_www_ZhangAA07,WWW,5
conf_www_ShihK04,WWW,5
conf_www_Tomlin03,WWW,5
conf_www_KarvounarakisACPS02,WWW,5
conf_www_KraftZ04,WWW,5
conf_www_ViegasWHBCFOW13,WWW,5
conf_www_ShekarpourNA13,WWW,5
conf_www_KrishnanQBFR16,WWW,5
conf_www_BouvinZGM02,WWW,5
conf_www_Parr04,WWW,5
conf_www_VenetisGHP12,WWW,5
conf_www_LiKSW04,WWW,5
conf_www_PetropoulosVP01,WWW,5
conf_www_SongLWM04,WWW,5
conf_www_CovaKV10,WWW,5
conf_www_TanCA0LD14,WWW,5
conf_www_ChungHCKKC14,WWW,5
conf_www_MeineckeMG07,WWW,5
conf_www_AminiSS03,WWW,5
conf_www_Brustoloni02,WWW,5
conf_www_WuLXB09,WWW,5
conf_www_KaramiPM16,WWW,5
conf_www_PereiraDMAG09,WWW,5
conf_www_AgrawalKSX03,WWW,5
conf_www_HalpinT06,WWW,5
conf_www_AnupamHK01,WWW,5
conf_www_MishraCRP06,WWW,5
conf_www_TraversoHTELP12,WWW,5
conf_www_HandschuhSV03,WWW,5
conf_www_UsbeckRNBBBCCCE15,WWW,5
conf_www_GoncuMMM15,WWW,5
conf_www_GroothuyseSP07,WWW,5
conf_www_SchraefelSGHG04,WWW,5
conf_www_WenNZ01,WWW,5
conf_www_BharatM01,WWW,5
conf_www_YuCIS08,WWW,5
conf_www_WangMNC07,WWW,5
conf_www_BollegalaMI09,WWW,5
conf_www_SivasubramanianAPS05,WWW,5
conf_www_XingLCDHHLLM11,WWW,5
conf_www_ShieldsMLD06,WWW,5
conf_www_MavroforakisGKT15,WWW,5
conf_www_KunegisLB09,WWW,5
conf_www_JakobssonR06,WWW,5
conf_www_SahooTSYT06,WWW,5
conf_www_SolankiCZ06,WWW,5
conf_www_JurcaFB07,WWW,5
conf_www_SpiesserK04,WWW,5
conf_www_ManjunathBSS08,WWW,5
conf_www_ZhangCYNL13,WWW,5
conf_www_KucuktuncSKC13,WWW,5
conf_www_PuzisBPR13,WWW,5
conf_www_SharmaC13,WWW,5
conf_www_ZhouGHWB13,WWW,5
conf_www_TatsuboriS09,WWW,5
conf_www_Polleres07,WWW,5
conf_www_LaiNBNSV04,WWW,5
conf_www_MessinaM09,WWW,5
conf_www_RossiSG01,WWW,5
conf_www_YuBSCDM07,WWW,5
conf_www_LiMCLH16,WWW,5
conf_www_YinTL11,WWW,5
conf_www_YanCLN15,WWW,5
conf_www_OssenbruggenHGR03,WWW,5
conf_www_FangL10,WWW,5
conf_www_GrosofHVD03,WWW,5
conf_www_EpastoFLLM14,WWW,5
conf_www_ShuaiSYLLYC16,WWW,5
conf_www_GuoCXZ05,WWW,5
conf_www_ThiagarajanANBS12,WWW,5
conf_www_FanBXS14,WWW,5
conf_www_AnyanwuS03,WWW,5
conf_www_BoldiSV05,WWW,5
conf_www_PanSSTT08,WWW,5
conf_www_MouraSFSCN05,WWW,5
conf_www_TsoiMSHM03,WWW,5
conf_www_SunLC10,WWW,5
conf_www_SunMMR06,WWW,5
conf_www_KolovskiHP07,WWW,5
conf_www_MenzelR12,WWW,5
conf_www_SingerHHS15,WWW,5
conf_www_MukherjeeLG12,WWW,5
conf_www_DalviORB14,WWW,5
conf_www_BartonO10,WWW,5
conf_www_Chakrabarti01,WWW,5
conf_www_LingXDJYY08,WWW,5
conf_www_Tanaka-IshiiN05,WWW,5
conf_www_SoruMN15,WWW,5
conf_www_XingMLWSPL15,WWW,5
conf_www_SuriV11,WWW,5
conf_www_HorrocksP04,WWW,5
conf_www_Al-MasriM07,WWW,5
conf_www_CatakogluBB16,WWW,5
conf_www_WadleighDM15,WWW,5
conf_www_ConnerIMRN09,WWW,5
conf_www_KrishnamurthyW09,WWW,5
conf_www_OnizukaCMH05,WWW,5
conf_www_LiTSHRY16,WWW,5
conf_www_OssenbruggenGCHR01,WWW,5
conf_www_BrambillaCCT05,WWW,5
conf_www_BollegalaMI10,WWW,5
conf_www_CanaliCVK11,WWW,5
conf_www_WangLZC12,WWW,5
conf_www_YuCWM03,WWW,5
conf_www_FerrettiRA06,WWW,5
conf_www_NadaiSLSQL16,WWW,5
conf_www_CoffmanSNZ10,WWW,5
conf_www_DowmanTCP05,WWW,5
conf_www_BaileyPW02,WWW,5
conf_www_SandvadGSK01,WWW,5
conf_www_VigilRB15,WWW,5
conf_www_RichardsH04,WWW,5
conf_www_MontHS03,WWW,5
conf_www_SawantC13,WWW,5
conf_www_RangapuramBH13,WWW,5
conf_www_ZhaoM13,WWW,5
conf_www_Prat-PerezDL14,WWW,5
conf_www_NikiforakisMSRJKPVZ14,WWW,5
conf_www_GuoZFPZ08,WWW,5
conf_www_KoehlW12,WWW,5
conf_www_DiazTP07,WWW,5
conf_www_Zhang0ZLLZM15,WWW,5
conf_www_YoshimuraYOEW02,WWW,5
conf_www_NieMSWM07,WWW,5
conf_www_SzpektorGM11,WWW,5
conf_www_LingamE07,WWW,5
conf_www_TangQWZYM15,WWW,5
conf_www_Patel-SchneiderS02,WWW,5
conf_www_HoiJL06,WWW,5
conf_www_YpodimatopoulosL10,WWW,5
conf_www_RadinskyAGM11,WWW,5
conf_www_GigerW06,WWW,5
conf_www_ZhangYZLXR16,WWW,5
conf_www_LiuFH06,WWW,5
conf_www_BartonKDPA03,WWW,5
conf_www_ChaudhuriGX09,WWW,5
conf_www_RamakrishnanSY04,WWW,5
conf_www_YihGC06,WWW,5
conf_www_LiuAN13,WWW,5
conf_www_HardimanK13,WWW,5
conf_www_LouT13,WWW,5
conf_www_BiSKG13,WWW,5
conf_www_HeinrichGSG13,WWW,5
conf_www_SingerM13,WWW,5
conf_www_GuanZG09,WWW,5
conf_www_FetteST07,WWW,5
conf_www_ChenCDPRSW08,WWW,5
conf_www_QiuC06,WWW,5
conf_www_AnicicFRS11,WWW,5
conf_www_OztekinKK02,WWW,5
conf_www_MesarinaSLS07,WWW,5
conf_www_KotinurmiV06,WWW,5
conf_www_AnkolekarKTV07,WWW,5
conf_icse_SchaferSDT11,ICSE,5
conf_icse_Fonorow88,ICSE,5
conf_icse_HackettDWY06,ICSE,5
conf_icse_BoydP78,ICSE,5
conf_icse_TanCSLAXD16,ICSE,5
conf_icse_WilhelmRCGLN76,ICSE,5
conf_icse_ElkarabliehK08,ICSE,5
conf_icse_Barstow88,ICSE,5
conf_icse_SuRT16,ICSE,5
conf_icse_HuynhCSS08,ICSE,5
conf_icse_ChambersDG95,ICSE,5
conf_icse_HardyBKW11,ICSE,5
conf_icse_DeissenboeckHJSWGT08,ICSE,5
conf_icse_HangalL02,ICSE,5
conf_icse_0001RNN14,ICSE,5
conf_icse_LongR16,ICSE,5
conf_icse_HorowitzW85,ICSE,5
conf_icse_AnvikHM06,ICSE,5
conf_icse_AndersonSL02,ICSE,5
conf_icse_OizumiGSCZ16,ICSE,5
conf_icse_YeSMBL16,ICSE,5
conf_icse_RajanS05,ICSE,5
conf_icse_AnconaDD79,ICSE,5
conf_icse_BeschastnikhBEK14,ICSE,5
