paper_id,number_occurances,weighted_occurances
conf_sigir_sandersonpck10,24,24
conf_sigir_hongs12,24,24
conf_sigir_zhangwywz16,24,24
conf_sigir_ageevgla11,24,24
conf_sigir_berberichbnw07,24,24
conf_sigir_hoashimih00,24,24
conf_sigir_costacs14,24,24
conf_sigir_antoniadislpr88,24,24
conf_sigir_eugsterrskbrjk14,24,24
conf_sigir_parklzw15,24,24
conf_sigir_lidzs08,24,24
conf_sigir_golovchinskyps99,24,24
conf_sigir_chenlwpm03,24,24
conf_sigir_helmern15,24,24
conf_sigir_mal05,24,24
conf_sigir_trevisiolcaj12,24,24
conf_sigir_zhangl03,24,24
conf_sigir_rittberger96,24,24
conf_sigir_xua08a,24,24
conf_sigir_kimc10,24,24
conf_sigir_tryfonopouloskd04,24,24
conf_sigir_shalev-shwartzdfs02,24,24
conf_sigir_lagergreno98,24,24
conf_sigir_salminen87,24,24
conf_sigir_parkkzg15,24,24
conf_sigir_najorkzt07,24,24
conf_sigir_kellydf05,24,24
conf_sigir_kraijp96,24,24
conf_sigir_voorheest00,24,24
conf_sigir_weic06,24,24
conf_sigir_mamours07,24,24
conf_sigir_chenlzls15,24,24
conf_sigir_yang01,24,24
conf_sigir_herdagdelencmhhra10,24,24
conf_sigir_kandokn99,24,24
conf_sigir_alyhd13,24,24
conf_sigir_mikheev00,24,24
conf_sigir_sperero00,24,24
conf_sigir_bhatiamm11,24,24
conf_sigir_wanglg10,24,24
conf_sigir_liuwd10,24,24
conf_sigir_yangkml15,24,24
conf_sigir_schapiress98,24,24
conf_sigir_kongllzca15,24,24
conf_sigir_benderskymc11,24,24
conf_sigir_liucts0mz15,24,24
conf_sigir_warrenl04,24,24
conf_sigir_canutogsrm15,24,24
conf_sigir_schoenherrw14,24,24
conf_sigir_zhangscc12,24,24
conf_sigir_kekalainenj98,24,24
conf_sigir_oharejshyc16,24,24
conf_sigir_lavrenkoc01,24,24
conf_sigir_meizz08,24,24
conf_sigir_frakes89,24,24
conf_sigir_caverleelb06,24,24
conf_sigir_xusmk05,24,24
conf_sigir_chu-carrollpcfd06,24,24
conf_sigir_svorekk10,24,24
conf_sigir_kanoulasdpa10,24,24
conf_sigir_wangdsw16,24,24
conf_sigir_jiangha14,24,24
conf_sigir_hess92,24,24
conf_sigir_buscherdc10,24,24
conf_ercimdl_ferber97,24,24
conf_ercimdl_buchananp10,24,24
conf_ercimdl_hinzegb06,24,24
conf_ercimdl_smithabfhntu03,24,24
conf_ercimdl_prandonivd09,24,24
conf_ercimdl_klaprothl98,24,24
conf_ercimdl_ngimwaau09,24,24
conf_ercimdl_braschlers98,24,24
conf_ercimdl_sunln02,24,24
conf_ercimdl_alewaetersgnrv00,24,24
conf_ercimdl_noronhacgsb01,24,24
conf_ercimdl_karadkarnf02,24,24
conf_ercimdl_strotgen02,24,24
conf_ercimdl_berencicgm99,24,24
conf_ercimdl_buchananl07,24,24
conf_ercimdl_koubarakisktr02,24,24
conf_ercimdl_portierc10,24,24
conf_ercimdl_hill00,24,24
conf_ercimdl_ajisaka98,24,24
conf_ercimdl_kapidakists98,24,24
conf_ercimdl_stolze98,24,24
conf_ercimdl_placeh00,24,24
conf_ercimdl_agostibfps07,24,24
conf_ercimdl_martinez-uribem09,24,24
conf_ercimdl_maliziabla07,24,24
conf_ercimdl_reitz010,24,24
conf_ercimdl_borgmanlgg01,24,24
conf_ercimdl_wallisbmprh07,24,24
conf_ercimdl_lee04,24,24
conf_ercimdl_day03,24,24
conf_ercimdl_raftopoulouptw08,24,24
conf_ercimdl_drori00,24,24
conf_ercimdl_tonniesb09,24,24
conf_ercimdl_norvag03,24,24
conf_ercimdl_nakamurakjoktot07,24,24
conf_ercimdl_butterworth06,24,24
conf_trec_gurulingappamkmhff09,24,24
conf_trec_jiangh13,24,24
conf_trec_zhaoxgl05,24,24
conf_trec_zhuc11,24,24
conf_trec_fuxzlzm07,24,24
conf_trec_hauptmannyqjcdcbln02,24,24
conf_trec_linfkmt02,24,24
conf_trec_gobeillgrptv10,24,24
conf_trec_liomamppho06,24,24
conf_trec_hershcrr07,24,24
conf_trec_burgerb05,24,24
conf_trec_gurrins00,24,24
conf_trec_bucciom14,24,24
conf_trec_chalendardefghimrv02,24,24
conf_trec_ogdenclmnss99,24,24
conf_trec_appelmls12,24,24
conf_trec_luoy13,24,24
conf_trec_hoanglhlr08,24,24
conf_trec_el-ganainymgw13,24,24
conf_trec_aljlaylbjchlgf01,24,24
conf_trec_yangjzn10,24,24
conf_trec_forsttr06,24,24
conf_trec_mouldingsk09,24,24
conf_trec_mccreadiemops09,24,24
conf_trec_levelinggkj12,24,24
conf_trec_buttchercs06,24,24
conf_trec_gutfinger10,24,24
conf_trec_arampatziskkn07,24,24
conf_trec_deveaudsb11,24,24
conf_trec_kaissersw06,24,24
conf_trec_roellekeawc05,24,24
conf_trec_yanga03,24,24
conf_trec_lupuzhgfzft11,24,24
conf_trec_sutcliffegmw03,24,24
conf_trec_eichmannzbqzssw04,24,24
conf_trec_hershbp03,24,24
conf_trec_busheepss14,24,24
conf_trec_mahl14,24,24
conf_trec_plachourasho04,24,24
conf_trec_obukhovskayapss11,24,24
conf_trec_yangjzn09,24,24
conf_trec_wangh11,24,24
conf_trec_paranjpers03,24,24
conf_trec_assisysc05,24,24
conf_trec_liyldf14,24,24
conf_trec_clarkess05,24,24
conf_trec_tomlinson06,24,24
conf_trec_craswellhww03a,24,24
conf_trec_garronk11,24,24
conf_trec_ahnajmrs05,24,24
conf_trec_rodehrwv05,24,24
conf_trec_perezmj13,24,24
conf_trec_gauvainkla99,24,24
conf_trec_zhenggjf09,24,24
conf_trec_yalamartidh13,24,24
conf_trec_al-akashii12,24,24
conf_trec_hemanzvb06,24,24
conf_trec_wuhyzlz04,24,24
conf_trec_huxhy12,24,24
conf_trec_leenknjl08,24,24
conf_trec_ittycheriahr02,24,24
conf_trec_hersho00,24,24
conf_trec_cohenbh04,24,24
conf_trec_zhangst08,24,24
conf_trec_papadopouloska10,24,24
conf_trec_ruizswl07,24,24
conf_trec_cohenyfrh07,24,24
conf_trec_srikanthrs03,24,24
conf_trec_ruizds99,24,24
conf_trec_zhouychw06,24,24
conf_trec_linadoww05,24,24
conf_trec_litkowski01,24,24
conf_trec_dietzv14,24,24
conf_trec_garcia-gathright14,24,24
conf_trec_ullegaddidpdv09,24,24
conf_trec_hancock-beaulieufj00,24,24
conf_trec_whittakercfk05,24,24
conf_trec_harpermlkww04,24,24
conf_trec_nakovssh04,24,24
conf_trec_yangyglmzamr05,24,24
conf_trec_buntainl15,24,24
conf_trec_gurulingappamhfgh11,24,24
conf_trec_wangcea09,24,24
conf_trec_massotrf03,24,24
conf_trec_aliannejadibgc15,24,24
conf_trec_grunfeldkdd03,24,24
conf_trec_yang08,24,24
conf_trec_chu-carrollcpib04,24,24
conf_trec_renalsa00,24,24
conf_trec_hiemstralkk07,24,24
conf_trec_leesjtl10,24,24
conf_trec_lujlhz07,24,24
conf_trec_demeestertnh13,24,24
conf_trec_bedrickach11,24,24
conf_trec_huwmv15,24,24
conf_trec_breckbfglmr00,24,24
conf_trec_burger06,24,24
conf_trec_albertsonmf02,24,24
conf_trec_chenrxly07,24,24
conf_trec_lol06,24,24
conf_trec_burgerfghmml02,24,24
conf_icwsm_almeidamc07,24,24
conf_icwsm_chenhkhm15,24,24
conf_icwsm_rowes16,24,24
conf_icwsm_gaomcnz14,24,24
conf_icwsm_kolariflyyph07,24,24
conf_icwsm_luulhc12,24,24
conf_icwsm_reutercdbs11,24,24
conf_icwsm_gonglzc16,24,24
conf_icwsm_hutk13,24,24
conf_icwsm_chuaa13,24,24
conf_icwsm_guptavjkk14,24,24
conf_icwsm_huttog14,24,24
conf_icwsm_ammarism14,24,24
conf_icwsm_mitrag15,24,24
conf_icwsm_yangyw15,24,24
conf_icwsm_georgievnm14a,24,24
conf_icwsm_akoglucf13,24,24
conf_icwsm_parkkls13,24,24
conf_icwsm_ulrichcmn09,24,24
conf_icwsm_shamimm11,24,24
conf_icwsm_chakrabartip11,24,24
conf_icwsm_wenyr14,24,24
conf_icwsm_tufekci12,24,24
conf_icwsm_livnesaa11,24,24
conf_icwsm_llewellyngo14,24,24
conf_icwsm_yatessr10,24,24
conf_esws_cruzfcsp12,24,24
conf_esws_kochutj07,24,24
conf_esws_weller16,24,24
conf_esws_borrego-diazc06,24,24
conf_esws_loreyn13,24,24
conf_esws_schaalmbs05,24,24
conf_esws_kuhnbnk13,24,24
conf_esws_arabshiands09,24,24
conf_esws_kieferb08,24,24
conf_esws_costabello14,24,24
conf_esws_gonzalez-moriyonpbti12,24,24
conf_esws_stracciat06,24,24
conf_esws_troullinoukdp15,24,24
conf_esws_ramnandanmks15,24,24
conf_esws_gunaratnatsc16,24,24
conf_esws_bontcheva05,24,24
conf_esws_eiterist06,24,24
conf_esws_caokk15,24,24
conf_esws_herwegenvmw15,24,24
conf_esws_colpaert14,24,24
conf_esws_lantzakiyta14,24,24
conf_esws_beretask13,24,24
conf_esws_rowe09,24,24
conf_esws_fokoujhb16,24,24
conf_esws_hasan14,24,24
conf_esws_afzalsn09,24,24
conf_esws_tommasinivbd16,24,24
conf_esws_lopezpm05,24,24
conf_esws_zhengxjqc16,24,24
conf_esws_zander09,24,24
conf_esws_brachman07,24,24
conf_esws_kellerls06,24,24
conf_esws_schumacherss08,24,24
conf_esws_hyvonenvts08,24,24
conf_esws_adamou09,24,24
conf_esws_dragonifgca13,24,24
conf_esws_gaosb14,24,24
conf_esws_ahmeticps16,24,24
conf_esws_lukasiewiczs06,24,24
conf_esws_stenzhornssr08,24,24
conf_esws_svabss07,24,24
conf_esws_choito08,24,24
conf_esws_schaffertegkr09,24,24
conf_esws_petersbsz14,24,24
conf_esws_pignottiepgp08,24,24
conf_esws_pazienzas06,24,24
conf_esws_volkervsh07,24,24
conf_esws_immanenit07,24,24
conf_www_malzxlx15,24,24
conf_www_patilosv04,24,24
conf_icse_leitnern12,24,24
conf_icse_boehmepsw82,24,24
conf_vldb_xuj07,24,24
conf_vldb_sarawagi99,24,24
conf_vldb_karrasm05,24,24
conf_vldb_zhanghjlz05,24,24
conf_vldb_chaudhuricgk07,24,24
conf_vldb_xinhlw03,24,24
conf_vldb_nandij07,24,24
conf_vldb_jorwekarfrs07,24,24
conf_vldb_catozzir01,24,24
conf_vldb_joshibll98,24,24
conf_vldb_faginkknst05,24,24
conf_vldb_cherniackfz01,24,24
conf_vldb_brodie00,24,24
conf_vldb_coopersfhs01,24,24
conf_vldb_chaudhuris94,24,24
conf_vldb_aboulnagahllmpr04,24,24
conf_vldb_risch89,24,24
conf_vldb_dewittns91,24,24
conf_vldb_widomcl91,24,24
conf_vldb_chenmgfw06,24,24
conf_vldb_donghy07,24,24
conf_vldb_gibsonkr98,24,24
conf_vldb_tygar98,24,24
conf_vldb_aggarwaly02,24,24
conf_vldb_mchughw99,24,24
conf_vldb_senkulkt02,24,24
conf_vldb_gehrkerg98,24,24
conf_vldb_rossjs05,24,24
conf_vldb_jermainedo99,24,24
conf_vldb_pfoserjt00,24,24
conf_vldb_fanyllr05,24,24
conf_vldb_stohrmr00,24,24
conf_vldb_agrawalcn00,24,24
conf_vldb_theobaldsw05,24,24
conf_vldb_kuspertdg87,24,24
conf_vldb_buchmann85,24,24
conf_vldb_battistal89,24,24
conf_vldb_dadamlps85,24,24
conf_vldb_mohan93,24,24
conf_vldb_graupmannbzzbtw04,24,24
conf_vldb_srivastavaw04,24,24
conf_vldb_chenn04,24,24
conf_vldb_kraissw97,24,24
conf_vldb_borgidaw85,24,24
conf_vldb_christodoulakistz97,24,24
conf_vldb_mokbelca06,24,24
conf_vldb_hull06,24,24
conf_vldb_meekpk03,24,24
conf_vldb_rodriguesttfl06,24,24
conf_vldb_bergerbsw03,24,24
conf_vldb_mignetmac01,24,24
conf_vldb_kiesslingk02,24,24
conf_vldb_adler01,24,24
conf_vldb_baumanndfrw99,24,24
conf_vldb_lakshmananss99,24,24
conf_vldb_hammelp02,24,24
conf_vldb_lampsonl93,24,24
conf_vldb_didriksengd95,24,24
conf_vldb_ioannidisr88,24,24
conf_vldb_simond95,24,24
conf_vldb_catozzir95,24,24
conf_vldb_chakrabartidar97,24,24
conf_vldb_dasces04,24,24
conf_vldb_ngh94,24,24
conf_vldb_esculier90,24,24
conf_vldb_joshi91,24,24
conf_vldb_hjelsvoldm94,24,24
conf_vldb_shivakumargc98,24,24
conf_vldb_halversonbkkrtvwnd03,24,24
conf_vldb_morovt05,24,24
conf_vldb_chakrabartim00,24,24
conf_vldb_nipplm98,24,24
conf_vldb_lil07,24,24
conf_vldb_bohannongkns02,24,24
conf_vldb_papadomanolakisda07,24,24
conf_vldb_muthopw98,24,24
conf_vldb_sheikholeslamicz98,24,24
conf_vldb_papadimitrioulky07,24,24
conf_vldb_dinggs00,24,24
conf_vldb_hammerm75,24,24
conf_vldb_kemperm90,24,24
conf_vldb_vaskevitch95,24,24
conf_vldb_konopnickis05,24,24
conf_vldb_vorugantiou99,24,24
conf_vldb_wuj07,24,24
conf_vldb_guha05,24,24
conf_vldb_chengyc07,24,24
conf_vldb_fankhauserglmt98,24,24
conf_vldb_huebschhllss03,24,24
conf_vldb_ziliorllsgf04,24,24
conf_vldb_brzezinskigrs84,24,24
conf_vldb_chandrasekaranf04,24,24
conf_vldb_boralr85,24,24
conf_vldb_agarwaladgnrs96,24,24
conf_vldb_lomets93,24,24
conf_vldb_duks92,24,24
conf_vldb_sharafclp06,24,24
conf_vldb_ramans06,24,24
conf_vldb_roussopoulosk86,24,24
conf_www_hartigsts10,23,23
conf_www_sundaresanm01,23,23
conf_www_cardinaelsmd05,23,23
conf_www_anyanwums05,23,23
conf_www_burszteinsbm12,23,23
conf_icse_kimkpckg06,23,23
conf_icse_reiss84,23,23
conf_icse_bishop06,23,23
conf_icse_carverksp07,23,23
conf_icse_mattmanncmh06,23,23
conf_icse_paster81,23,23
conf_www_natarajanias06,22,22
conf_www_dodsonvpcl12,22,22
conf_www_liuan13,22,22
conf_icse_santossmm16,22,22
conf_icse_mccafferypr08,22,22
conf_vldb_treschpl95,22,22
conf_vldb_loohhss04,22,22
conf_vldb_wangd04,22,22
conf_vldb_witkowskibbfgss03,22,22
conf_vldb_chakrabartigrs00,22,22
conf_vldb_barbosafm05,22,22
conf_vldb_jermaine03,22,22
conf_vldb_riedelgf98,22,22
conf_vldb_palcsrsytbbck05,22,22
conf_vldb_ramsakmfzeb00,22,22
conf_vldb_ddh07,22,22
conf_vldb_dewittgghkm86,22,22
conf_vldb_lakshmananrwz04,22,22
conf_vldb_leefl88,22,22
conf_vldb_subietakl95,22,22
conf_vldb_whited92,22,22
conf_vldb_dewittg85,22,22
conf_vldb_jauharicl90,22,22
conf_vldb_borkarclweo06,22,22
conf_jcdl_newmanntkb10,21,21
conf_jcdl_zoult06,21,21
conf_jcdl_willsbiow09,21,21
conf_jcdl_songhclg07,21,21
conf_jcdl_yaronmf01,21,21
conf_jcdl_downieeh05,21,21
conf_jcdl_bernardrsks12,21,21
conf_jcdl_ahmadcbsm07,21,21
conf_jcdl_edvardsensat09,21,21
conf_jcdl_francisco-revillac10,21,21
conf_jcdl_halveyvhj09,21,21
conf_jcdl_morrismb04,21,21
conf_jcdl_soollcc03,21,21
conf_jcdl_smithcdsw14,21,21
conf_jcdl_larsonpt14,21,21
conf_jcdl_armsfnh02,21,21
conf_jcdl_capramosz07,21,21
conf_jcdl_tanasebsj06,21,21
conf_jcdl_duffinm08,21,21
conf_jcdl_hinzeb13,21,21
conf_jcdl_raydmrum02,21,21
conf_jcdl_brunellen13,21,21
conf_jcdl_coopervbc01,21,21
conf_jcdl_budigdk16,21,21
conf_jcdl_larson11,21,21
conf_jcdl_tilesb02,21,21
conf_jcdl_rodriguezbs07,21,21
conf_jcdl_ahernnny07,21,21
conf_jcdl_mccarthyc02,21,21
conf_jcdl_tonnieskkb10,21,21
conf_jcdl_chengzg11,21,21
conf_jcdl_panttjg04,21,21
conf_jcdl_goncalvesfkclsr04,21,21
conf_jcdl_sanderson12,21,21
conf_jcdl_khoo01,21,21
conf_jcdl_guhasal13,21,21
conf_jcdl_nishiokas16,21,21
conf_jcdl_leeh12,21,21
conf_jcdl_biergpn04,21,21
conf_jcdl_kemf07,21,21
conf_jcdl_smithst13,21,21
conf_jcdl_huggettl07,21,21
conf_jcdl_yarasavagebe12,21,21
conf_jcdl_hariharanhm08,21,21
conf_jcdl_borgmanbfw09,21,21
conf_jcdl_hallk13,21,21
conf_jcdl_butcherdcdz11,21,21
conf_jcdl_jettncpd16,21,21
conf_jcdl_lagozevwpb14,21,21
conf_jcdl_mckaysc14,21,21
conf_jcdl_wangg06,21,21
conf_jcdl_dichevd12,21,21
conf_jcdl_bogenjkfs08,21,21
conf_jcdl_richardsonf07,21,21
conf_jcdl_roochithh13,21,21
conf_jcdl_khanms08,21,21
conf_jcdl_mccownn08a,21,21
conf_jcdl_droettboomfmcdpa02,21,21
conf_jcdl_allen04,21,21
conf_jcdl_reitsmamdc08,21,21
conf_jcdl_doylesl12,21,21
conf_jcdl_gaowlxmw14,21,21
conf_jcdl_barkerbm14,21,21
conf_jcdl_nomoto12,21,21
conf_jcdl_surfacechh05,21,21
conf_jcdl_gouzckg10,21,21
conf_jcdl_freirebcm11,21,21
conf_jcdl_marshallr02,21,21
conf_jcdl_shreeveskkc03,21,21
conf_jcdl_changlfkwbb04,21,21
conf_jcdl_reese05,21,21
conf_jcdl_geislergmm02,21,21
conf_jcdl_druinwmb07,21,21
conf_sigir_xuc99,21,21
conf_sigir_kellya15,21,21
conf_sigir_shikblho12,21,21
conf_sigir_luzzw15,21,21
conf_sigir_shouml00h13,21,21
conf_sigir_ghoshalik05,21,21
conf_sigir_yexlx11,21,21
conf_sigir_mauldin91,21,21
conf_sigir_jiaoyxw10,21,21
conf_sigir_liuzc04,21,21
conf_sigir_shensyc06,21,21
conf_sigir_wangwlc14,21,21
conf_sigir_nan09,21,21
conf_sigir_liljz09,21,21
conf_sigir_rossimcs13,21,21
conf_sigir_liulz0m15,21,21
conf_sigir_dimopoulosns13,21,21
conf_sigir_zhangthllswl16,21,21
conf_sigir_konowncl13,21,21
conf_sigir_plachourassbtls16,21,21
conf_sigir_xiaxlgc15,21,21
conf_sigir_xiaxlgc16,21,21
conf_sigir_tellexklfm03,21,21
conf_sigir_sandersonz05,21,21
conf_sigir_vos13,21,21
conf_sigir_kanhabuaa16,21,21
conf_sigir_goldsteinkmc99,21,21
conf_sigir_zhangzslwy14,21,21
conf_sigir_husl14,21,21
conf_sigir_zhangl0zlm14,21,21
conf_sigir_siersdorferps09,21,21
conf_sigir_moghaddame11,21,21
conf_sigir_chuklinsr13,21,21
conf_sigir_maxwellc13,21,21
conf_sigir_huntk71,21,21
conf_sigir_yunher15,21,21
conf_sigir_theobaldsp08,21,21
conf_sigir_cuizc10,21,21
conf_sigir_lidwdcz14,21,21
conf_sigir_kwokc98,21,21
conf_sigir_agarwalcew12,21,21
conf_sigir_clarkesy15,21,21
conf_sigir_simeonicb07,21,21
conf_sigir_radecki82,21,21
conf_sigir_ounisp98,21,21
conf_sigir_mcnameem05,21,21
conf_sigir_shokouhig15,21,21
conf_sigir_zaragozaht03,21,21
conf_sigir_liwlm05,21,21
conf_sigir_ottavianov14,21,21
conf_sigir_liufphy16,21,21
conf_sigir_genglql07,21,21
conf_sigir_bennettwcdbbc12,21,21
conf_sigir_dings11,21,21
conf_sigir_liujg15,21,21
conf_sigir_white13,21,21
conf_sigir_thomass09,21,21
conf_sigir_chiaramelladbk86,21,21
conf_sigir_luwtzhz13,21,21
conf_sigir_raghavansy83,21,21
conf_sigir_lihzw11,21,21
conf_sigir_diaz07,21,21
conf_sigir_leejsl10,21,21
conf_sigir_jiangjh13,21,21
conf_sigir_lagunhwn14,21,21
conf_sigir_quge03,21,21
conf_sigir_kneespsw07,21,21
conf_sigir_baileycstvy08,21,21
conf_sigir_yansw16,21,21
conf_sigir_robertsonrp80,21,21
conf_sigir_harman92,21,21
conf_sigir_mouranzb98,21,21
conf_sigir_lease09,21,21
conf_sigir_guoxcl09,21,21
conf_sigir_azzopardi09,21,21
conf_sigir_leeckc10,21,21
conf_sigir_lincl10,21,21
conf_sigir_yangcwk03,21,21
conf_sigir_vargascv12,21,21
conf_sigir_sunclkc05,21,21
conf_sigir_mahdabighc13,21,21
conf_sigir_yuzxg08,21,21
conf_sigir_wangrfzhb11,21,21
conf_sigir_liwlkp11,21,21
conf_sigir_harmandassd97,21,21
conf_sigir_blancohhmptt11,21,21
conf_sigir_ogawam97,21,21
conf_sigir_vidalsmc06,21,21
conf_sigir_trantcn15,21,21
conf_sigir_shentz05,21,21
conf_sigir_liuba08,21,21
conf_sigir_chandarc12,21,21
conf_sigir_konga13,21,21
conf_sigir_bennett03,21,21
conf_sigir_bergerl99,21,21
conf_sigir_sanderson08,21,21
conf_sigir_tatikondacj11,21,21
conf_sigir_leuskia02,21,21
conf_sigir_powellfccv00,21,21
conf_sigir_caih03,21,21
conf_sigir_careninim12,21,21
conf_sigir_lillisztcld10,21,21
conf_sigir_yangs15,21,21
conf_sigir_zhaol16,21,21
conf_sigir_amitaycls04,21,21
conf_sigir_lins08,21,21
conf_sigir_gaonwc04,21,21
conf_sigir_wanjhx11,21,21
conf_sigir_chakrabartijt01,21,21
conf_sigir_hustonc10,21,21
conf_sigir_kettunen07,21,21
conf_sigir_liuglzmhl08,21,21
conf_sigir_abrahamakpss16,21,21
conf_sigir_niesid99,21,21
conf_sigir_metzlerc07,21,21
conf_sigir_sandenz11,21,21
conf_sigir_savenkovll13,21,21
conf_sigir_ohml00,21,21
conf_sigir_canny02,21,21
conf_sigir_nishidahf12,21,21
conf_sigir_yangkl07,21,21
conf_sigir_voseckyln14,21,21
conf_sigir_teevandl08,21,21
conf_sigir_luozy14,21,21
conf_sigir_wango06,21,21
conf_sigir_chiasln08,21,21
conf_sigir_majumdermpbmmsp08,21,21
conf_sigir_metzlerc05,21,21
conf_sigir_fungcat90,21,21
conf_sigir_wanglm11,21,21
conf_sigir_chabhc13,21,21
conf_sigir_ustinovskiyfgs16,21,21
conf_sigir_wangds16,21,21
conf_sigir_zhaoh14,21,21
conf_sigir_singhna16,21,21
conf_sigir_velezwsg97,21,21
conf_sigir_sallesgrr15,21,21
conf_sigir_carterettepkaa08,21,21
conf_sigir_huffmanlswyr07,21,21
conf_sigir_guyzrcu10,21,21
conf_sigir_wessel83,21,21
conf_sigir_zhouc07,21,21
conf_sigir_zhangc15,21,21
conf_sigir_millerrs01,21,21
conf_sigir_berrutc89,21,21
conf_sigir_qiucyll14,21,21
conf_sigir_metzlerncr09,21,21
conf_sigir_liwa09,21,21
conf_sigir_smuckerj10,21,21
conf_sigir_gottschalkd16,21,21
conf_sigir_leehj07,21,21
conf_sigir_allen94,21,21
conf_sigir_moulinouxfl82,21,21
conf_sigir_lesk85,21,21
conf_sigir_samarhbkv14,21,21
conf_sigir_humphrey87,21,21
conf_sigir_merhavmbyf10,21,21
conf_sigir_wangwxflml05,21,21
conf_sigir_cambazogluvkab10,21,21
conf_sigir_yuyt05,21,21
conf_sigir_alabduljalilty13,21,21
conf_sigir_stuparm11,21,21
conf_sigir_dupret03,21,21
conf_sigir_oommenm87,21,21
conf_sigir_tangwz14,21,21
conf_sigir_pantelgah12,21,21
conf_sigir_raiberk13,21,21
conf_sigir_khmelevt03,21,21
conf_sigir_volkovsy15,21,21
conf_sigir_arapakisbc14,21,21
conf_sigir_downieet05,21,21
conf_sigir_yeyll11,21,21
conf_sigir_zhaoy09,21,21
conf_sigir_cuiwloys11,21,21
conf_sigir_moshfeghipj11,21,21
conf_sigir_makl07,21,21
conf_sigir_liulzwlwzm16,21,21
conf_sigir_goeuriotkl14,21,21
conf_sigir_roitmancme13,21,21
conf_ercimdl_bozzic97,21,21
conf_ercimdl_canoslmb08,21,21
conf_ercimdl_zimmertw07,21,21
conf_ercimdl_komarjayapk04,21,21
conf_ercimdl_brockstsd01,21,21
conf_ercimdl_paliouraspksm98,21,21
conf_ercimdl_spechtb00,21,21
conf_ercimdl_gajekkrww07,21,21
conf_ercimdl_nanbao05,21,21
conf_ercimdl_hunterfl04,21,21
conf_ercimdl_gendtims06,21,21
conf_ercimdl_bertinofp02,21,21
conf_ercimdl_hongch01,21,21
conf_ercimdl_lakoumentasp98,21,21
conf_ercimdl_mazurekpw06,21,21
conf_ercimdl_mukaiyama00,21,21
conf_ercimdl_buchananbtj04,21,21
conf_ercimdl_abiteboul97,21,21
conf_ercimdl_buchananjm02,21,21
conf_ercimdl_brusilovskycdffgsby10,21,21
conf_ercimdl_nunziof06,21,21
conf_ercimdl_miottoo07,21,21
conf_ercimdl_kanazawaata01,21,21
conf_ercimdl_janeef05,21,21
conf_ercimdl_frommholzbtnisbc03,21,21
conf_ercimdl_kerng10,21,21
conf_ercimdl_geyer-schulznt03,21,21
conf_ercimdl_bainbridgebmjmw01,21,21
conf_ercimdl_madsen07,21,21
conf_ercimdl_semeraroeff00,21,21
conf_ercimdl_wanx07,21,21
conf_ercimdl_mandlw01,21,21
conf_ercimdl_vakkarit05,21,21
conf_ercimdl_koehler00,21,21
conf_ercimdl_aalberghh06,21,21
conf_ercimdl_yeminidf98,21,21
conf_ercimdl_billerbeckdfik10,21,21
conf_ercimdl_barrosoar09,21,21
conf_ercimdl_gelenbe98,21,21
conf_ercimdl_kapidakis99,21,21
conf_ercimdl_lopezrh99,21,21
conf_ercimdl_larsonf04,21,21
conf_ercimdl_zierauj08,21,21
conf_ercimdl_dandnsskd98,21,21
conf_ercimdl_kokslc02,21,21
conf_ercimdl_marinaims07,21,21
conf_ercimdl_goodpjb05,21,21
conf_ercimdl_jiangd08,21,21
conf_ercimdl_crespog00,21,21
conf_ercimdl_smithn08,21,21
conf_ercimdl_phelpsw05,21,21
conf_ercimdl_vercoustrep99,21,21
conf_ercimdl_ferreiragalv09,21,21
conf_ercimdl_beckerfkrbr08,21,21
conf_ercimdl_yorkwc03,21,21
conf_ercimdl_liu08,21,21
conf_ercimdl_bindingmt08,21,21
conf_ercimdl_heydegger09,21,21
conf_ercimdl_carpinetor99,21,21
conf_ercimdl_alhooriafmu09,21,21
conf_ercimdl_doulkeridisnv06,21,21
conf_ercimdl_coopercg00,21,21
conf_ercimdl_wanyx06,21,21
conf_ercimdl_dogans08,21,21
conf_trec_licxmxzzclzjm09,21,21
conf_trec_smuckerkrl13,21,21
conf_trec_gobeillgrptv11a,21,21
conf_trec_dalvicc10,21,21
conf_trec_jianggszy15,21,21
conf_trec_linhc06,21,21
conf_trec_qiangfhy13,21,21
conf_trec_bennettte99,21,21
conf_trec_anghelescublmnk02,21,21
conf_trec_shermanew14,21,21
conf_trec_ghoshpm11,21,21
conf_trec_diazbap12,21,21
conf_trec_buttchercc04,21,21
conf_trec_fergusongsw05,21,21
conf_trec_line13,21,21
conf_trec_gonzalezlr02,21,21
conf_trec_zhuas05,21,21
conf_trec_gobeillgpr14,21,21
conf_trec_brucknerhs06,21,21
conf_trec_kazawahim02,21,21
conf_trec_zhouy05,21,21
conf_trec_chendtmoyl01,21,21
conf_trec_dijkrkr15,21,21
conf_trec_youpzz15,21,21
conf_trec_kontostathisls08,21,21
conf_trec_lease08,21,21
conf_trec_camousbgjs05,21,21
conf_trec_guozsw10,21,21
conf_trec_wangfyxlzf03,21,21
conf_trec_tomlinson11,21,21
conf_trec_catonaes00,21,21
conf_trec_tanrc15,21,21
conf_trec_xuc14a,21,21
conf_trec_belkincjkkklty01,21,21
conf_trec_jiay10,21,21
conf_trec_yangc02,21,21
conf_trec_fujita01,21,21
conf_trec_larkeyc01,21,21
conf_trec_demner-fushmana12,21,21
conf_trec_efthimiadish07,21,21
